Timestamp,Longitude,Latitude,TruLongitude,TruLatitude
198,116.312448,39.959435,116.312448,39.959435
199,116.312464,39.959436,116.312464,39.959436
200,116.31248,39.959438,116.31248,39.959438
201,116.312496,39.959439,116.312496,39.959439
202,116.31251,39.959441,116.31251,39.959441
203,116.312524,39.959442,116.312524,39.959442
204,116.312538,39.959442,116.312538,39.959442
205,116.312551,39.959441,116.312551,39.959441
206,116.312565,39.95944,116.312565,39.95944
207,116.312572,39.959441,116.312572,39.959441
208,116.312575,39.959448,116.312575,39.959448
209,116.312573,39.959461,116.312573,39.959461
210,116.312568,39.959473,116.312568,39.959473
211,116.312565,39.959485,116.312565,39.959485
212,116.312561,39.959493,116.312561,39.959493
213,116.31256,39.959493,116.31256,39.959493
214,116.312563,39.959495,116.312563,39.959495
215,116.312572,39.959494,116.312572,39.959494
216,116.312587,39.959496,116.312587,39.959496
217,116.312605,39.959493,116.312605,39.959496
218,116.312622,39.959497,116.312622,39.959497
219,116.312641,39.959496,116.312641,39.959496
220,116.312658,39.959498,116.312658,39.959498
221,116.312676,39.959498,116.312676,39.959498
222,116.312693,39.959498,116.312693,39.959498
223,116.31271,39.959498,116.31271,39.959498
224,116.312727,39.959498,116.312727,39.959498
225,116.312743,39.959496,116.312743,39.959496
226,116.312751,39.959498,116.312751,39.959498
227,116.312752,39.959506,116.312752,39.959506
228,116.312751,39.959516,116.312751,39.959516
229,116.312752,39.959527,116.312752,39.959527
230,116.312751,39.959537,116.312751,39.959537
231,116.312748,39.959548,116.312748,39.959548
232,116.312747,39.959559,116.312747,39.959559
233,116.312747,39.95957,116.312747,39.95957
234,116.312745,39.959582,116.312745,39.959582
235,116.312742,39.959594,116.312742,39.959594
236,116.31274,39.959607,116.31274,39.959607
237,116.312738,39.959621,116.312738,39.959621
238,116.312737,39.959634,116.312737,39.959634
239,116.312737,39.959647,116.312737,39.959647
240,116.312736,39.959659,116.312736,39.959659
241,116.312736,39.959671,116.312736,39.959671
242,116.312737,39.959683,116.312737,39.959683
243,116.312738,39.959695,116.312738,39.959695
244,116.312738,39.959708,116.312738,39.959708
245,116.312737,39.959721,116.312737,39.959721
246,116.312737,39.959734,116.312737,39.959734
247,116.312737,39.959747,116.312737,39.959747
248,116.312738,39.95976,116.312738,39.95976
249,116.31274,39.959773,116.31274,39.959773
250,116.31274,39.959786,116.31274,39.959786
251,116.312739,39.9598,116.312739,39.9598
252,116.312739,39.959813,116.312739,39.959813
253,116.31274,39.959825,116.31274,39.959825
254,116.312741,39.959838,116.312741,39.959838
255,116.312741,39.959849,116.312741,39.959849
256,116.31274,39.959862,116.31274,39.959862
257,116.31274,39.959875,116.31274,39.959875
258,116.312739,39.959887,116.312739,39.959887
259,116.312738,39.959899,116.312738,39.959899
260,116.312907,39.959911,116.312737,39.959911
261,116.312836,39.959922,116.312736,39.959922
262,116.312805,39.959933,116.312735,39.959933
263,116.312734,39.959945,116.312734,39.959945
264,116.312732,39.959957,116.312732,39.959957
265,116.312731,39.959969,116.312731,39.959969
266,116.312729,39.95998,116.312729,39.95998
267,116.312728,39.959992,116.312728,39.959992
268,116.312728,39.960004,116.312728,39.960004
269,116.312727,39.960016,116.312727,39.960016
270,116.312728,39.960027,116.312728,39.960027
271,116.312727,39.960038,116.312727,39.960038
272,116.312728,39.960045,116.312728,39.960045
273,116.312741,39.960049,116.312741,39.960049
274,116.312759,39.960049,116.312759,39.960049
275,116.312778,39.960049,116.312778,39.960049
276,116.312796,39.960049,116.312796,39.960049
277,116.312814,39.96005,116.312814,39.96005
278,116.312833,39.960051,116.312833,39.960051
279,116.312851,39.960051,116.312851,39.960051
280,116.312869,39.960051,116.312869,39.960051
281,116.312887,39.960051,116.312887,39.960051
282,116.312904,39.960051,116.312904,39.960051
283,116.312921,39.960054,116.312921,39.960054
284,116.312938,39.960056,116.312938,39.960056
285,116.312956,39.960057,116.312956,39.960057
286,116.312974,39.960057,116.312974,39.960057
287,116.312991,39.960056,116.312991,39.960056
288,116.313007,39.960056,116.313007,39.960056
289,116.313022,39.960058,116.313022,39.960058
290,116.313038,39.960058,116.313038,39.960058
291,116.313054,39.960058,116.313054,39.960058
292,116.313071,39.960059,116.313071,39.960059
293,116.313086,39.96006,116.313086,39.96006
294,116.313103,39.960059,116.313103,39.960059
295,116.313118,39.960059,116.313118,39.960059
296,116.313135,39.96006,116.313135,39.96006
297,116.31315,39.96006,116.31315,39.96006
298,116.313166,39.96006,116.313166,39.96006
299,116.31318,39.960062,116.31318,39.960062
300,116.313195,39.960062,116.313195,39.960062
301,116.31321,39.960064,116.31321,39.960064
302,116.313225,39.960064,116.313225,39.960064
303,116.313239,39.960064,116.313239,39.960064
304,116.313251,39.960065,116.313251,39.960065
305,116.313267,39.960065,116.313267,39.960065
306,116.313283,39.960066,116.313283,39.960066
307,116.313299,39.960066,116.313299,39.960066
308,116.313315,39.960066,116.313315,39.960066
309,116.313332,39.960066,116.313332,39.960066
310,116.31335,39.960067,116.31335,39.960067
311,116.313367,39.960066,116.313367,39.960066
312,116.313384,39.960066,116.313384,39.960066
313,116.313399,39.960068,116.313399,39.960068
314,116.313416,39.960068,116.313416,39.960068
315,116.313434,39.960068,116.313434,39.960068
316,116.313452,39.96007,116.313452,39.96007
317,116.313469,39.96007,116.313469,39.96007
318,116.313487,39.960071,116.313487,39.960071
319,116.313505,39.960073,116.313505,39.960073
320,116.313521,39.960074,116.313521,39.960074
321,116.313537,39.960075,116.313537,39.960075
322,116.313553,39.960075,116.313553,39.960075
323,116.31357,39.960076,116.31357,39.960076
324,116.313588,39.960077,116.313588,39.960077
325,116.313606,39.960077,116.313606,39.960077
326,116.313624,39.960078,116.313624,39.960078
327,116.313642,39.960078,116.313642,39.960078
328,116.313659,39.960077,116.313659,39.960077
329,116.313675,39.960076,116.313675,39.960076
330,116.313692,39.960075,116.313692,39.960075
331,116.313708,39.960076,116.313708,39.960076
332,116.313725,39.960076,116.313725,39.960076
333,116.313741,39.960078,116.313741,39.960078
334,116.313756,39.960081,116.313756,39.960081
335,116.313771,39.960081,116.313771,39.960081
336,116.313786,39.960082,116.313786,39.960082
337,116.3138,39.960083,116.3138,39.960083
338,116.313814,39.960083,116.313814,39.960083
339,116.313827,39.960082,116.313827,39.960082
340,116.313841,39.960082,116.313841,39.960082
341,116.313857,39.960081,116.313857,39.960081
342,116.313873,39.96008,116.313873,39.96008
343,116.313889,39.960079,116.313889,39.960079
344,116.313906,39.96008,116.313906,39.96008
345,116.313922,39.96008,116.313922,39.96008
346,116.313939,39.960079,116.313939,39.960079
347,116.313956,39.960078,116.313956,39.960078
348,116.313973,39.960078,116.313973,39.960078
349,116.313988,39.960078,116.313988,39.960078
350,116.314004,39.960076,116.314004,39.960076
351,116.31402,39.960075,116.31402,39.960075
352,116.314037,39.960075,116.314037,39.960075
353,116.314053,39.960075,116.314053,39.960075
354,116.314069,39.960076,116.314069,39.960076
355,116.314086,39.960077,116.314086,39.960077
356,116.314102,39.960076,116.314102,39.960076
357,116.314118,39.960076,116.314118,39.960076
358,116.314134,39.960077,116.314134,39.960077
359,116.31415,39.960076,116.31415,39.960076
360,116.314168,39.960076,116.314168,39.960076
361,116.314185,39.960076,116.314185,39.960076
362,116.314202,39.960077,116.314202,39.960077
363,116.314219,39.960078,116.314219,39.960078
364,116.314236,39.960078,116.314236,39.960078
365,116.314251,39.960078,116.314251,39.960078
366,116.314267,39.960078,116.314267,39.960078
367,116.314283,39.960078,116.314283,39.960078
368,116.314299,39.960078,116.314299,39.960078
369,116.314316,39.960079,116.314316,39.960079
370,116.314332,39.960079,116.314332,39.960079
371,116.314348,39.960078,116.314348,39.960078
372,116.314364,39.960078,116.314364,39.960078
373,116.314381,39.960079,116.314381,39.960079
374,116.314396,39.960079,116.314396,39.960079
375,116.314411,39.960081,116.314411,39.960081
376,116.314426,39.960082,116.314426,39.960082
377,116.314441,39.960083,116.314441,39.960083
378,116.314458,39.960084,116.314458,39.960084
379,116.314475,39.960084,116.314475,39.960084
380,116.314492,39.960084,116.314492,39.960084
381,116.314509,39.960083,116.314509,39.960083
382,116.314526,39.960084,116.314526,39.960084
383,116.314542,39.960085,116.314542,39.960085
384,116.314557,39.960085,116.314557,39.960085
385,116.314571,39.960084,116.314571,39.960084
386,116.314587,39.960084,116.314587,39.960084
387,116.314604,39.960084,116.314604,39.960084
388,116.31462,39.960084,116.31462,39.960084
389,116.314635,39.960083,116.314635,39.960083
390,116.31465,39.960082,116.31465,39.960082
391,116.314665,39.960082,116.314665,39.960082
392,116.314679,39.960082,116.314679,39.960082
393,116.314693,39.960083,116.314693,39.960083
394,116.314707,39.960082,116.314707,39.960082
395,116.314722,39.960082,116.314722,39.960082
396,116.314737,39.960083,116.314737,39.960083
397,116.314754,39.960083,116.314754,39.960083
398,116.314771,39.960086,116.314771,39.960086
399,116.314789,39.960089,116.314789,39.960089
400,116.314804,39.960089,116.314804,39.960089
401,116.314823,39.960088,116.314823,39.960088
402,116.314842,39.960086,116.314842,39.960086
403,116.31486,39.960086,116.31486,39.960086
404,116.314878,39.960086,116.314878,39.960086
405,116.314896,39.960086,116.314896,39.960086
406,116.314915,39.960085,116.314915,39.960085
407,116.314931,39.960084,116.314931,39.960084
408,116.314947,39.960083,116.314947,39.960083
409,116.314962,39.960082,116.314962,39.960082
410,116.314976,39.960081,116.314976,39.960081
411,116.314991,39.96008,116.314991,39.96008
412,116.315006,39.960079,116.315006,39.960079
413,116.315021,39.960078,116.315021,39.960078
414,116.315035,39.960078,116.315035,39.960078
415,116.31505,39.960079,116.31505,39.960079
416,116.315065,39.960081,116.315065,39.960081
417,116.315079,39.960082,116.315079,39.960082
418,116.315094,39.960083,116.315094,39.960083
419,116.315108,39.960085,116.315108,39.960085
420,116.315121,39.960087,116.315121,39.960087
421,116.315135,39.960088,116.315135,39.960088
422,116.315151,39.96009,116.315151,39.96009
423,116.315167,39.96009,116.315167,39.96009
424,116.315183,39.960092,116.315183,39.960092
425,116.315199,39.960093,116.315199,39.960093
426,116.315216,39.960093,116.315216,39.960093
427,116.315232,39.960094,116.315232,39.960094
428,116.315248,39.960095,116.315248,39.960095
429,116.315263,39.960094,116.315263,39.960094
430,116.31528,39.960094,116.31528,39.960094
431,116.315297,39.960094,116.315297,39.960094
432,116.315313,39.960094,116.315313,39.960094
433,116.31533,39.960094,116.31533,39.960094
434,116.315346,39.960095,116.315346,39.960095
435,116.315362,39.960095,116.315362,39.960095
436,116.315377,39.960096,116.315377,39.960096
437,116.315394,39.960096,116.315394,39.960096
438,116.315411,39.960096,116.315411,39.960096
439,116.315428,39.960096,116.315428,39.960096
440,116.315445,39.960096,116.315445,39.960096
441,116.315462,39.960095,116.315462,39.960095
442,116.315479,39.960095,116.315479,39.960095
443,116.315496,39.960096,116.315496,39.960096
444,116.315512,39.960097,116.315512,39.960097
445,116.31553,39.960097,116.31553,39.960097
446,116.315546,39.960097,116.315546,39.960097
447,116.315561,39.960098,116.315561,39.960098
448,116.315576,39.9601,116.315576,39.9601
449,116.315592,39.960101,116.315592,39.960101
450,116.315608,39.960102,116.315608,39.960102
451,116.315625,39.960102,116.315625,39.960102
452,116.315641,39.9601,116.315641,39.9601
453,116.315656,39.960098,116.315656,39.960098
454,116.31567,39.960099,116.31567,39.960099
455,116.315684,39.9601,116.315684,39.9601
456,116.3157,39.960101,116.3157,39.960101
457,116.315716,39.9601,116.315716,39.9601
458,116.315731,39.9601,116.315731,39.9601
459,116.315746,39.9601,116.315746,39.9601
460,116.315761,39.9601,116.315761,39.9601
461,116.315778,39.960098,116.315778,39.960098
462,116.315796,39.960098,116.315796,39.960098
463,116.315812,39.960097,116.315812,39.960097
464,116.315829,39.960096,116.315829,39.960096
465,116.315846,39.960094,116.315846,39.960094
466,116.31585,39.960095,116.31585,39.960095
467,116.31586,39.960097,116.31586,39.960097
468,116.315875,39.960094,116.315875,39.960094
469,116.315886,39.960094,116.315886,39.960094
470,116.3159,39.960098,116.3159,39.960098
471,116.315914,39.960099,116.315914,39.960099
472,116.315924,39.960095,116.315924,39.960095
473,116.315941,39.960094,116.315941,39.960094
474,116.315949,39.960096,116.315949,39.960096
475,116.315962,39.960093,116.315962,39.960093
476,116.31598,39.960093,116.31598,39.960093
477,116.315995,39.960094,116.315995,39.960094
478,116.316008,39.960095,116.316008,39.960095
479,116.316026,39.960095,116.316026,39.960095
480,116.316044,39.960098,116.316044,39.960098
481,116.316062,39.960099,116.316062,39.960099
482,116.316078,39.960095,116.316078,39.960095
483,116.316096,39.960094,116.316096,39.960094
484,116.316113,39.960094,116.316113,39.960094
485,116.31613,39.960097,116.31613,39.960097
486,116.316148,39.959998,116.316148,39.960099
487,116.316157,39.960049,116.316157,39.960099
488,116.316171,39.960088,116.316171,39.960098
489,116.316184,39.960098,116.316184,39.960098
490,116.3162,39.960099,116.3162,39.960099
491,116.316216,39.960099,116.316216,39.960099
492,116.316231,39.9601,116.316231,39.9601
493,116.316246,39.9601,116.316246,39.9601
494,116.316262,39.9601,116.316262,39.9601
495,116.316278,39.960102,116.316278,39.960102
496,116.316294,39.960103,116.316294,39.960103
497,116.31631,39.960103,116.31631,39.960103
498,116.316313,39.960096,116.316313,39.960096
499,116.316315,39.960084,116.316315,39.960084
500,116.316316,39.960069,116.316316,39.960069
501,116.316315,39.960055,116.316315,39.960055
502,116.316317,39.96004,116.316317,39.96004
503,116.31632,39.960027,116.31632,39.960027
504,116.31632,39.960014,116.31632,39.960014
505,116.31632,39.960002,116.31632,39.960002
506,116.316321,39.959988,116.316321,39.959988
507,116.316324,39.959976,116.316324,39.959976
508,116.316324,39.959964,116.316324,39.959964
509,116.316324,39.959953,116.316324,39.959953
510,116.316322,39.959941,116.316322,39.959941
511,116.316322,39.959928,116.316322,39.959928
512,116.316321,39.959916,116.316321,39.959916
513,116.316322,39.959905,116.316322,39.959905
514,116.316323,39.959893,116.316323,39.959893
515,116.316322,39.959881,116.316322,39.959881
516,116.316322,39.959868,116.316322,39.959868
517,116.316322,39.959857,116.316322,39.959857
518,116.316321,39.959846,116.316321,39.959846
519,116.316324,39.959834,116.316324,39.959834
520,116.316325,39.959821,116.316325,39.959821
521,116.316326,39.959809,116.316326,39.959809
522,116.316329,39.959796,116.316329,39.959796
523,116.316332,39.959783,116.316332,39.959783
524,116.316334,39.959772,116.316334,39.959772
525,116.316334,39.959759,116.316334,39.959759
526,116.316334,39.959747,116.316334,39.959747
527,116.316334,39.959734,116.316334,39.959734
528,116.316334,39.959722,116.316334,39.959722
529,116.316334,39.95971,116.316334,39.95971
530,116.316334,39.959698,116.316334,39.959698
531,116.316333,39.959686,116.316333,39.959686
532,116.316334,39.959674,116.316334,39.959674
533,116.316334,39.959661,116.316334,39.959661
534,116.316333,39.959649,116.316333,39.959649
535,116.316332,39.959637,116.316332,39.959637
536,116.316331,39.959625,116.316331,39.959625
537,116.316331,39.959613,116.316331,39.959613
538,116.316331,39.959601,116.316331,39.959601
539,116.316331,39.959588,116.316331,39.959588
540,116.316331,39.959576,116.316331,39.959576
541,116.316331,39.959564,116.316331,39.959564
542,116.316332,39.959551,116.316332,39.959551
543,116.316332,39.95954,116.316332,39.95954
544,116.316332,39.959528,116.316332,39.959528
545,116.316333,39.959516,116.316333,39.959516
546,116.316334,39.959504,116.316334,39.959504
547,116.316334,39.959492,116.316334,39.959492
548,116.316334,39.959479,116.316334,39.959479
549,116.316334,39.959467,116.316334,39.959467
550,116.316333,39.959455,116.316333,39.959455
551,116.316332,39.959443,116.316332,39.959443
552,116.316333,39.959431,116.316333,39.959431
553,116.316334,39.959419,116.316334,39.959419
554,116.316333,39.959409,116.316333,39.959409
555,116.316333,39.959397,116.316333,39.959397
556,116.316334,39.959384,116.316334,39.959384
557,116.316334,39.959373,116.316334,39.959373
558,116.316336,39.959363,116.316336,39.959363
559,116.316337,39.95935,116.316337,39.95935
560,116.316337,39.959338,116.316337,39.959338
561,116.316337,39.959326,116.316337,39.959326
562,116.316336,39.959313,116.316336,39.959313
563,116.316336,39.9593,116.316336,39.9593
564,116.316335,39.959287,116.316335,39.959287
565,116.316334,39.959274,116.316334,39.959274
566,116.316333,39.959261,116.316333,39.959261
567,116.316332,39.959248,116.316332,39.959248
568,116.316331,39.959236,116.316331,39.959236
569,116.31633,39.959223,116.31633,39.959223
570,116.31633,39.95921,116.31633,39.95921
571,116.31633,39.959198,116.31633,39.959198
572,116.316329,39.959186,116.316329,39.959186
573,116.316329,39.959175,116.316329,39.959175
574,116.316329,39.959164,116.316329,39.959164
575,116.316328,39.959151,116.316328,39.959151
576,116.316328,39.95914,116.316328,39.95914
577,116.316327,39.959129,116.316327,39.959129
578,116.316327,39.959118,116.316327,39.959118
579,116.316327,39.959106,116.316327,39.959106
580,116.316327,39.959095,116.316327,39.959095
581,116.316328,39.959084,116.316328,39.959084
582,116.316331,39.959074,116.316331,39.959074
583,116.316332,39.959064,116.316332,39.959064
584,116.316334,39.959054,116.316334,39.959054
585,116.316334,39.959041,116.316334,39.959041
586,116.316334,39.959029,116.316334,39.959029
587,116.316334,39.959017,116.316334,39.959017
588,116.316332,39.959005,116.316332,39.959005
589,116.316333,39.958993,116.316333,39.958993
590,116.316334,39.958981,116.316334,39.958981
591,116.316334,39.958968,116.316334,39.958968
592,116.316336,39.958955,116.316336,39.958955
593,116.316338,39.958942,116.316338,39.958942
594,116.316338,39.958928,116.316338,39.958928
595,116.316339,39.958914,116.316339,39.958914
596,116.316339,39.9589,116.316339,39.9589
597,116.316338,39.958886,116.316338,39.958886
598,116.316338,39.958874,116.316338,39.958874
599,116.316337,39.958862,116.316337,39.958862
600,116.316337,39.95885,116.316337,39.95885
601,116.316338,39.958836,116.316338,39.958836
602,116.316339,39.958824,116.316339,39.958824
603,116.31634,39.958813,116.31634,39.958813
604,116.316339,39.958802,116.316339,39.958802
605,116.31634,39.95879,116.31634,39.95879
606,116.316341,39.958779,116.316341,39.958779
607,116.31634,39.958766,116.31634,39.958766
608,116.316339,39.958753,116.316339,39.958753
609,116.316338,39.958741,116.316338,39.958741
610,116.316337,39.958727,116.316337,39.958727
611,116.316334,39.958714,116.316334,39.958714
612,116.316331,39.958701,116.316331,39.958701
613,116.316332,39.958687,116.316332,39.958687
614,116.316333,39.958675,116.316333,39.958675
615,116.316337,39.958664,116.316337,39.958664
616,116.316341,39.958653,116.316341,39.958653
617,116.31634,39.958643,116.31634,39.958643
618,116.316341,39.958633,116.316341,39.958633
619,116.316342,39.958623,116.316342,39.958623
620,116.316343,39.95861,116.316343,39.95861
621,116.316344,39.958598,116.316344,39.958598
622,116.316343,39.958585,116.316343,39.958585
623,116.316344,39.958573,116.316344,39.958573
624,116.316345,39.958561,116.316345,39.958561
625,116.316345,39.958549,116.316345,39.958549
626,116.316345,39.958538,116.316345,39.958538
627,116.316345,39.958527,116.316345,39.958527
628,116.316344,39.958516,116.316344,39.958516
629,116.316345,39.958505,116.316345,39.958505
630,116.316347,39.958493,116.316347,39.958493
631,116.316347,39.958481,116.316347,39.958481
632,116.316347,39.958471,116.316347,39.958471
633,116.316345,39.958461,116.316345,39.958461
